Detector Type,Descriptor Type,Matcher Type,Descriptor Content Type,Selector Type,Total N keypoints,Only on vehicle Keypoints,N of Matched keypoints,Detector performance,Descriptor performance,Matcher+Selector performance,Detector+Descriptor performance,Matching BBox performance,Total time,Image pairs,TTC Camera,TTC Lidar,Lidar distance to car
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1759,48,48,16.9678,65.5949,20.8313,82.5627,0.649137,104.043,TTC_0_1.bmp,12.9571,12.3137,8.004
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1820,49,49,7.68466,32.9005,22.3641,40.5851,0.694083,63.6433,TTC_1_2.bmp,12.9008,11.6706,7.936
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1850,41,41,8.10541,33.2765,20.7307,41.3819,0.74696,62.8595,TTC_2_3.bmp,14.1781,15.7721,7.886
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1828,51,51,8.23737,32.5484,21.085,40.7858,0.763855,62.6347,TTC_3_4.bmp,12.7506,16.6787,7.839
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1806,0,0,8.2201,31.8323,20.7492,40.0524,0.716198,61.5178,TTC_4_5.bmp,nan,15.5779,7.789
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1877,46,46,9.42827,35.6551,23.1884,45.0833,0.739661,69.0114,TTC_5_6.bmp,14.4568,11.8831,7.724
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1894,57,57,8.13075,36.8019,22.5966,44.9327,0.668658,68.198,TTC_6_7.bmp,12.9475,11.7831,7.659
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1889,49,49,8.85801,35.2037,21.9707,44.0617,0.691871,66.7243,TTC_7_8.bmp,13.7596,13.5768,7.603
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1917,50,50,8.07058,33.2082,21.76,41.2788,0.668218,63.707,TTC_8_9.bmp,12.1006,13.9795,7.549
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1874,53,53,8.25157,33.7468,21.7302,41.9984,0.678062,64.4066,TTC_9_10.bmp,12.7,11.5139,7.484
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1912,0,0,12.854,51.3138,28.6084,64.1677,0.753909,93.53,TTC_10_11.bmp,nan,12.5847,7.425
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1930,60,60,8.28208,38.0765,23.7711,46.3586,0.662318,70.7921,TTC_11_12.bmp,11.9595,8.73927,7.341
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1881,52,52,8.78704,33.1171,21.4154,41.9041,0.745507,64.0651,TTC_12_13.bmp,12.5626,9.95617,7.268
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1886,57,57,8.51741,34.9014,23.1046,43.4188,0.808333,67.3318,TTC_13_14.bmp,12.2057,9.72157,7.194
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1957,45,45,8.54908,34.7003,21.7359,43.2494,0.786626,65.7719,TTC_14_15.bmp,11.8987,8.16898,7.107
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1888,42,42,8.40391,33.3992,23.0175,41.8031,0.776976,65.5975,TTC_15_16.bmp,10.552,10.3515,7.039
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,1919,47,47,9.08793,37.061,24.4325,46.149,0.903914,71.4854,TTC_16_17.bmp,10.7133,9.16182,6.963
SHITOMASI,BRISK,MAT_FLANN,DES_BINARY,SEL_KNN,2057,44,44,8.74391,34.3556,23.5189,43.0995,0.871373,67.4897,TTC_17_18.bmp,10.9023,8.82697,6.885
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1759,41,41,18.6457,10.3902,20.8951,29.0359,1.0391,50.9702,TTC_0_1.bmp,13.4496,12.3137,8.004
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1820,56,56,7.76886,4.51581,17.7952,12.2847,0.962259,31.0422,TTC_1_2.bmp,14.4203,11.6706,7.936
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1850,50,50,8.71962,4.82925,18.4397,13.5489,1.06163,33.0502,TTC_2_3.bmp,13.1169,15.7721,7.886
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1828,59,59,9.59873,4.46366,18.2382,14.0624,1.08154,33.3821,TTC_3_4.bmp,11.4569,16.6787,7.839
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1806,54,54,8.79366,4.32387,17.8131,13.1175,1.03178,31.9624,TTC_4_5.bmp,12.5574,15.5779,7.789
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1877,35,35,8.6919,4.76129,18.3662,13.4532,1.01114,32.8305,TTC_5_6.bmp,-inf,11.8831,7.724
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1894,71,71,8.92085,4.65531,18.3489,13.5762,1.03677,32.9618,TTC_6_7.bmp,13.8434,11.7831,7.659
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1889,71,71,8.08835,4.84795,18.2609,12.9363,0.97581,32.173,TTC_7_8.bmp,14.2567,13.5768,7.603
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1917,29,29,8.26109,4.91441,18.5198,13.1755,0.943304,32.6386,TTC_8_9.bmp,10.7857,13.9795,7.549
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1874,71,71,7.92255,4.61959,18.6303,12.5421,0.997091,32.1695,TTC_9_10.bmp,13.3149,11.5139,7.484
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1912,55,55,8.65989,4.5972,17.7561,13.2571,0.890552,31.9038,TTC_10_11.bmp,11.9114,12.5847,7.425
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1930,70,70,8.94041,6.11015,22.3658,15.0506,1.10105,38.5174,TTC_11_12.bmp,12.0631,8.73927,7.341
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1881,72,72,8.20491,5.99291,17.9429,14.1978,1.02475,33.1655,TTC_12_13.bmp,11.9002,9.95617,7.268
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1886,72,72,9.43948,5.11293,19.2528,14.5524,1.13513,34.9404,TTC_13_14.bmp,13.0315,9.72157,7.194
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1957,63,63,8.96956,5.01018,19.1226,13.9797,1.18038,34.2827,TTC_14_15.bmp,13.0631,8.16898,7.107
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1888,62,62,8.0897,4.66843,18.9421,12.7581,1.08218,32.7824,TTC_15_16.bmp,12.9278,10.3515,7.039
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,1919,52,52,8.74638,6.59176,20.0206,15.3381,1.10269,36.4614,TTC_16_17.bmp,11.1081,9.16182,6.963
SHITOMASI,BRIEF,MAT_FLANN,DES_BINARY,SEL_KNN,2057,61,61,9.3228,5.6231,21.6039,14.9459,1.29017,37.84,TTC_17_18.bmp,10.4933,8.82697,6.885
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1759,58,58,16.8151,9.63347,18.236,26.4485,0.804977,45.4895,TTC_0_1.bmp,14.3797,12.3137,8.004
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1820,48,48,8.11648,4.84485,17.3525,12.9613,0.848714,31.1626,TTC_1_2.bmp,12.4567,11.6706,7.936
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1850,49,49,8.89398,6.24949,19.3804,15.1435,0.96021,35.484,TTC_2_3.bmp,12.8667,15.7721,7.886
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1828,55,55,8.31915,4.96545,17.9605,13.2846,0.920273,32.1654,TTC_3_4.bmp,13.33,16.6787,7.839
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1806,48,48,8.29325,4.87271,18.4613,13.166,0.900755,32.528,TTC_4_5.bmp,12.7866,15.5779,7.789
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1877,0,0,8.33495,5.0046,18.0944,13.3395,0.873987,32.3079,TTC_5_6.bmp,nan,11.8831,7.724
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1894,55,55,8.13646,5.25746,17.9226,13.3939,0.816724,32.1332,TTC_6_7.bmp,13.6717,11.7831,7.659
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1889,60,60,8.93695,5.51762,18.6083,14.4546,0.878434,33.9413,TTC_7_8.bmp,13.5027,13.5768,7.603
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1917,61,61,8.73244,5.30948,19.2777,14.0419,0.864588,34.1842,TTC_8_9.bmp,11.2348,13.9795,7.549
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1874,61,61,8.08433,4.78598,19.5519,12.8703,0.773425,33.1956,TTC_9_10.bmp,13.3113,11.5139,7.484
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1912,0,0,9.60775,5.87766,21.2512,15.4854,0.909085,37.6457,TTC_10_11.bmp,nan,12.5847,7.425
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1930,0,0,9.02037,4.60039,17.5196,13.6208,0.828397,31.9687,TTC_11_12.bmp,nan,8.73927,7.341
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1881,63,63,8.87054,5.05036,18.8165,13.9209,0.895044,33.6325,TTC_12_13.bmp,12.305,9.95617,7.268
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1886,61,61,8.47627,5.1376,19.1937,13.6139,0.927525,33.7351,TTC_13_14.bmp,11.8009,9.72157,7.194
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1957,48,48,8.64592,5.29781,19.5099,13.9437,0.971182,34.4248,TTC_14_15.bmp,13.5152,8.16898,7.107
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1888,54,54,9.10888,5.60994,20.9313,14.7188,1.13614,36.7863,TTC_15_16.bmp,12.8474,10.3515,7.039
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,1919,22,22,8.39482,5.19423,19.0742,13.5891,0.991279,33.6545,TTC_16_17.bmp,-inf,9.16182,6.963
SHITOMASI,ORB,MAT_FLANN,DES_BINARY,SEL_KNN,2057,49,49,8.17556,5.06424,19.2904,13.2398,0.984184,33.5143,TTC_17_18.bmp,7.86862,8.82697,6.885
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1759,34,34,16.8505,63.1951,18.7212,80.0456,0.509457,99.2762,TTC_0_1.bmp,12.6518,12.3137,8.004
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1820,35,35,7.92216,32.1907,21.1664,40.1129,0.675616,61.9549,TTC_1_2.bmp,12.5268,11.6706,7.936
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1850,0,0,8.34824,31.6199,19.7288,39.9681,0.64345,60.3404,TTC_2_3.bmp,nan,15.7721,7.886
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1828,39,39,8.3996,32.0639,20.3314,40.4635,0.638615,61.4334,TTC_3_4.bmp,12.0631,16.6787,7.839
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1806,39,39,8.33761,31.7328,19.5038,40.0705,0.633331,60.2076,TTC_4_5.bmp,12.3552,15.5779,7.789
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1877,40,40,8.35489,33.2812,21.5758,41.6361,0.628632,63.8406,TTC_5_6.bmp,27.3465,11.8831,7.724
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1894,42,42,8.51411,32.3184,20.4997,40.8325,0.589539,61.9218,TTC_6_7.bmp,13.0446,11.7831,7.659
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1889,0,0,7.81282,31.3878,19.7976,39.2006,0.623082,59.6213,TTC_7_8.bmp,nan,13.5768,7.603
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1917,42,42,8.36285,32.2162,20.5098,40.5791,0.629876,61.7187,TTC_8_9.bmp,11.7521,13.9795,7.549
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1874,44,44,8.32079,31.8948,20.2266,40.2156,0.572703,61.0149,TTC_9_10.bmp,13.081,11.5139,7.484
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1912,36,36,8.43009,32.2577,20.0545,40.6877,0.525458,61.2677,TTC_10_11.bmp,11.5941,12.5847,7.425
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1930,43,43,8.51251,31.432,20.5441,39.9446,0.561122,61.0497,TTC_11_12.bmp,12.6221,8.73927,7.341
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1881,19,19,9.06041,33.6115,21.2144,42.6719,0.578796,64.4651,TTC_12_13.bmp,11.6341,9.95617,7.268
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1886,45,45,8.85498,33.6071,20.7868,42.4621,0.610947,63.8598,TTC_13_14.bmp,12.5187,9.72157,7.194
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1957,40,40,9.15871,35.3739,21.5765,44.5327,0.654909,66.7641,TTC_14_15.bmp,12.7138,8.16898,7.107
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1888,35,35,8.7538,32.83,21.2586,41.5838,0.691983,63.5344,TTC_15_16.bmp,10.6538,10.3515,7.039
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,1919,35,35,8.7823,33.3295,20.7978,42.1118,0.639308,63.549,TTC_16_17.bmp,11.94,9.16182,6.963
SHITOMASI,FREAK,MAT_FLANN,DES_BINARY,SEL_KNN,2057,35,35,9.26258,35.4288,22.324,44.6914,0.716775,67.7322,TTC_17_18.bmp,10.7927,8.82697,6.885
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1759,70,70,17.6968,38.5793,29.0116,56.2761,1.42279,86.7105,TTC_0_1.bmp,13.9687,12.3137,8.004
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1820,73,73,8.95254,22.3072,29.0962,31.2597,1.57324,61.9292,TTC_1_2.bmp,14.5147,11.6706,7.936
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1850,67,67,9.06388,19.8785,30.4265,28.9424,1.58293,60.9519,TTC_2_3.bmp,12.4804,15.7721,7.886
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1828,67,67,9.03787,20.1956,30.8029,29.2335,1.71195,61.7483,TTC_3_4.bmp,12.4879,16.6787,7.839
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1806,68,68,9.24854,20.1146,30.5649,29.3631,1.60526,61.5333,TTC_4_5.bmp,12.7565,15.5779,7.789
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1877,76,76,9.54009,20.3273,30.105,29.8674,1.47511,61.4475,TTC_5_6.bmp,14.5029,11.8831,7.724
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1894,83,83,8.70462,21.2614,32.349,29.966,1.46916,63.7842,TTC_6_7.bmp,13.6168,11.7831,7.659
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1889,85,85,8.65088,24.2778,29.9159,32.9287,1.42967,64.2742,TTC_7_8.bmp,14.7628,13.5768,7.603
SHITOMASI,SIFT,MAT_FLANN,DES_HOG,SEL_KNN,1917,81,81,8.81633,20.2013,30.93,29.0176,1.46679,61.4144,TTC_8_9.bmp,11.9744,13.9795,7.549
